journal_entry_id,company_id,journal_type_id,journal_entry_code,journal_entry,serial_number,entry_date,debit_credit_balanced,cancelled,audited,closing_type,last_modified,user_id,journal_entry_id,line_item,company_id,account_id,description,debit,credit,account_id,company_id,account_code,account,balance_sheet_order,profit_loss_order,postable,visible_for_posting,inventory_type,bank_account_type,balance_sheet_section_id,profit_loss_section_id,fiscal_id,last_modified,user_id
0,0,0,,,0,"2002-04-16 12:21:31",0,0,0,0,"2002-04-16 12:21:31",0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,"2002-04-10 13:39:36",0
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,1,1,737,"Final Balance 2014",0,NULL,737,1,101-01,"PETTY CASH",0,0,1,1,0,0,61,0,0,"2010-11-12 16:12:36",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,2,1,356,"Final Balance 2014",300591.34,NULL,356,1,102-01-001,"BANK OF AMERICA ACCOUNT #xxx-xxx-4582",0,0,1,1,0,0,61,0,0,"2015-01-20 13:00:41",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,3,1,359,"Final Balance 2014",0,NULL,359,1,105-01-001,"CUSTOMER ABC, INC.",0,0,1,1,0,0,61,0,0,"2005-01-26 12:08:37",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,4,1,383,"Final Balance 2014",0,NULL,383,1,105-01-002,"SYSTEMS INTEGRATED, INC.",0,0,1,1,0,0,61,0,0,"2015-01-20 12:30:02",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,5,1,755,"Final Balance 2014",0,NULL,755,1,105-01-005,"EDUCATIONAL LMS, INC.",0,0,1,1,0,0,61,0,0,"2011-05-27 17:38:04",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,6,1,780,"Final Balance 2014",111120,NULL,780,1,105-02-001,"CUSTOMER ABC (COLOMBIA)",0,0,1,1,0,0,61,0,0,"2015-01-20 12:31:58",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,7,1,787,"Final Balance 2014",0,NULL,787,1,105-02-003,"CUSTOMER ABC (BRAZIL)",0,0,1,1,0,0,61,0,0,"2013-05-13 12:25:28",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,8,1,800,"Final Balance 2014",0,NULL,800,1,105-02-004,"MODERN TRAVEL, LTDA",0,0,1,1,0,0,61,0,0,"2014-04-04 16:35:52",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,9,1,806,"Final Balance 2014",0,NULL,806,1,105-02-005,"CUSTOMER ABC (GUATEMALA)",0,0,1,1,0,0,61,0,0,"2014-05-09 11:19:52",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,10,1,616,"Final Balance 2014",0,NULL,616,1,107-05-001,"MISCELLANEOUS DEBTORS",0,0,1,1,0,0,61,0,0,"2015-01-20 13:58:42",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,11,1,621,"Final Balance 2014",0,NULL,621,1,107-05-002,"TPW, PERSONAL",0,0,1,1,0,0,61,0,0,"2005-07-01 13:57:32",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,12,1,386,"Final Balance 2014",100000,NULL,386,1,107-05-005,"CHARITY ORGANIZATION, (503).",0,0,1,1,0,0,61,0,0,"2015-01-20 13:10:10",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,13,1,791,"Final Balance 2014",0,NULL,791,1,107-05-013,OTHERS,0,0,1,1,0,0,61,0,0,"2013-11-11 11:03:41",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,14,1,792,"Final Balance 2014",0,NULL,792,1,107-05-014,"FGA, PERSONAL",0,0,1,1,0,0,61,0,0,"2013-12-10 10:31:22",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,15,1,409,"Final Balance 2014",0,NULL,409,1,113-01,"INTERIM VAT PAYMENTS",0,0,1,1,0,0,61,0,0,"2005-01-26 14:09:12",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,16,1,717,"Final Balance 2014",4516,NULL,717,1,113-02,"NET INCOME TAX TO BE CREDITED",0,0,1,1,0,0,61,0,0,"2009-04-10 19:40:21",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,17,1,784,"Final Balance 2014",1080690.1,NULL,784,1,113-08-001,"RETAINED TAX - COLOMBIA",0,0,1,1,0,0,61,0,0,"2015-01-20 12:32:48",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,18,1,402,"Final Balance 2014",0,NULL,402,1,114-01,"INTERIM NET INCOME TAX PAYMENTS",0,0,1,1,0,0,61,0,0,"2005-01-26 14:05:59",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,19,1,412,"Final Balance 2014",192784.48,NULL,412,1,118-01,"VAT TO BE CREDITS - PRE-PAID",0,0,1,1,0,0,61,0,0,"2005-01-26 14:10:45",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,20,1,413,"Final Balance 2014",0,NULL,413,1,119-01,"VAT TO BE CREDITED - TO BE PAID",0,0,1,1,0,0,61,0,0,"2005-01-26 14:12:07",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,21,1,418,"Final Balance 2014",225217.39,NULL,418,1,154-01-002,"HONDA CRV",0,0,1,1,0,0,62,0,0,"2015-01-20 12:34:55",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,22,1,440,"Final Balance 2014",NULL,225217.39,440,1,171-03-002,"HONDA CRV",0,0,1,1,0,0,62,0,0,"2015-01-20 12:53:02",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,23,1,468,"Final Balance 2014",0,NULL,468,1,205-02-002,AT&T,0,0,1,1,0,0,64,0,0,"2005-01-26 18:25:39",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,24,1,469,"Final Balance 2014",0,NULL,469,1,205-02-003,PG&E,0,0,1,1,0,0,64,0,0,"2005-01-26 18:26:13",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,25,1,470,"Final Balance 2014",NULL,23235,470,1,205-02-004,"MFA, PERSONAL",0,0,1,1,0,0,64,0,0,"2015-01-20 13:22:04",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,26,1,635,"Final Balance 2014",0,NULL,635,1,205-02-010,"SOFTCORP, INC",0,0,1,1,0,0,64,0,0,"2015-01-20 13:19:51",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,27,1,640,"Final Balance 2014",NULL,139198.96,640,1,205-02-012,"SIES, PERSONAL",0,0,1,1,0,0,64,0,0,"2006-01-06 17:16:35",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,28,1,799,"Final Balance 2014",4873.09,NULL,799,1,205-02-014,"CASH REWARDS CREDIT CARD - 6267",0,0,1,1,0,0,64,0,0,"2015-01-20 13:25:09",4
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,29,1,472,"Final Balance 2014",0,NULL,472,1,205-02-020,MISCELLANEOUS,0,0,1,1,0,0,64,0,0,"2005-01-26 18:27:11",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,30,1,625,"Final Balance 2014",0,NULL,625,1,205-02-050,"I SHALL LOVE OTHERS, 503C",0,0,1,1,0,0,64,0,0,"2005-07-29 14:04:51",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,31,1,473,"Final Balance 2014",NULL,812035.17,473,1,205-02-100,"TPW, PERSONAL",0,0,1,1,0,0,64,0,0,"2005-01-26 18:27:53",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,32,1,488,"Final Balance 2014",NULL,0,488,1,206-01-001,"CUSTOMER ABC, INC.",0,0,1,1,0,0,64,0,0,"2005-01-26 18:36:52",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,33,1,481,"Final Balance 2014",NULL,0,481,1,208-01,"VAT COLLECTED FROM CLIENTS - RECEIVED",0,0,1,1,0,0,64,0,0,"2013-04-05 11:34:24",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,34,1,483,"Final Balance 2014",NULL,0,483,1,209-01,"VAT COLLECTED FROM CLIENTS - PENDING",0,0,1,1,0,0,64,0,0,"2005-01-26 18:33:29",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,35,1,485,"Final Balance 2014",NULL,0,485,1,213-01,"VAT COLLECTED FROM CLIENTS - TO BE PAID",0,0,1,1,0,0,64,0,0,"2013-04-05 11:34:49",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,36,1,644,"Final Balance 2014",NULL,0,644,1,216-01,"PAYROLL RETAINED TAX - TO BE PAID",0,0,1,1,0,0,64,0,0,"2006-02-10 16:26:18",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,37,1,475,"Final Balance 2014",NULL,0,475,1,216-02,"PROFESSIONAL SERVICES RETAINED TAX",0,0,1,1,0,0,64,0,0,"2005-01-26 18:30:17",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,38,1,477,"Final Balance 2014",NULL,0,477,1,216-03,"RENTS RETAINED TAX",0,0,1,1,0,0,64,0,0,"2005-01-26 18:31:04",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,39,1,476,"Final Balance 2014",NULL,0,476,1,216-04,"SERVICES RETAINED TAX",0,0,1,1,0,0,64,0,0,"2005-01-26 18:30:41",3
4273,1,13,2014,"Entering final balances for each accout by the end of FY2014",14001,"2014-12-31 00:00:00",1,0,0,0,"2015-02-24 17:05:21",2,4273,40,1,478,"Final Balance 2014",NULL,0,478,1,216-10-008,"PROFESSIONAL SERVICES RETAINED VAT",0,0,1,1,0,0,64,0,0,"2010-03-01 14:58:00",3
